Order_ID,Customer_Name,Product,Manufacturing_Plant,Export_Country,Import_Country,Shipping_Mode,Order_Date,Ship_Date,Quantity,Unit_Price,Cost,Revenue,Profit
15633,Customer_477,Pharma Drugs,Plant A,Germany,UAE,Sea,2023-01-23,2023-02-22,441,353.38,122281.75,155842.19,33560.43
15634,Customer_76,Auto Parts,Plant B,USA,UAE,Sea,2023-01-30,2023-02-07,199,106.7,13065.1,21232.39,8167.29
15635,Customer_49,Electronics,Plant A,China,UK,Air,2023-01-19,2023-01-31,227,87.69,14408.24,19906.59,5498.36
15636,Customer_145,Auto Parts,Plant C,USA,UAE,Sea,2023-06-10,2023-06-30,493,177.59,72659.65,87551.52,14891.86
15637,Customer_77,Auto Parts,Plant C,Germany,Australia,Air,2023-10-14,2023-10-31,398,32.33,10859.36,12865.49,2006.12
15638,Customer_191,Textiles,Plant C,China,UAE,Sea,2024-02-28,2024-03-04,308,366.46,76660.11,112868.89,36208.78
15639,Customer_383,Pharma Drugs,Plant B,China,USA,Sea,2023-03-23,2023-04-19,233,426.64,68604.42,99407.99,30803.56
15640,Customer_125,Steel Sheets,Plant A,India,USA,Sea,2023-09-13,2023-09-18,361,352.68,93991.27,127318.94,33327.66
15641,Customer_499,Textiles,Plant B,India,France,Road,2023-11-18,2023-12-02,206,362.96,45508.34,74769.15,29260.82
15642,Customer_12,Auto Parts,Plant A,Germany,UK,Air,2023-06-23,2023-06-29,83,440.81,29517.3,36587.12,7069.83
15643,Customer_62,Textiles,Plant B,China,USA,Road,2024-03-10,2024-04-01,195,149.47,22897.66,29146.52,6248.86
15644,Customer_477,Textiles,Plant A,India,UK,Road,2023-04-05,2023-04-29,449,228.54,67726.01,102614.07,34888.07
15645,Customer_96,Textiles,Plant A,USA,Australia,Sea,2023-01-14,2023-02-13,183,144.12,16874.14,26373.12,9498.98
15646,Customer_108,Pharma Drugs,Plant C,Germany,France,Road,2024-03-05,2024-03-27,400,106.31,30577.17,42524.93,11947.76
15647,Customer_396,Textiles,Plant C,Vietnam,UK,Air,2024-02-15,2024-02-23,250,231.94,37226.85,57984.47,20757.62
15648,Customer_449,Textiles,Plant C,China,UAE,Air,2023-08-12,2023-09-09,474,33.06,13197.3,15672.36,2475.06
15649,Customer_400,Textiles,Plant A,India,Australia,Air,2023-10-23,2023-11-06,478,429.76,159917.5,205423.66,45506.16
15650,Customer_337,Electronics,Plant B,China,USA,Road,2024-04-11,2024-05-08,187,483.73,73362.6,90457.05,17094.45
15651,Customer_428,Pharma Drugs,Plant A,USA,Australia,Sea,2023-11-28,2023-12-23,492,208.18,73199.14,102425.8,29226.67
15652,Customer_493,Textiles,Plant B,USA,France,Air,2023-12-08,2023-12-17,56,63.4,2533.6,3550.35,1016.75
15653,Customer_99,Textiles,Plant A,Vietnam,UK,Air,2023-03-16,2023-03-27,23,459.4,6855.95,10566.12,3710.16
15654,Customer_121,Textiles,Plant A,India,France,Sea,2023-01-07,2023-02-02,13,420.99,3987.04,5472.9,1485.86
15655,Customer_150,Pharma Drugs,Plant C,China,Australia,Road,2023-10-18,2023-11-08,243,445.54,68414.61,108265.62,39851.01
15656,Customer_101,Electronics,Plant B,USA,USA,Air,2024-06-17,2024-07-01,256,338.12,61417.23,86559.16,25141.93
15657,Customer_53,Textiles,Plant C,India,France,Air,2023-12-23,2024-01-13,340,210.4,53969.63,71536.86,17567.23
15658,Customer_323,Textiles,Plant A,USA,France,Air,2024-03-12,2024-03-18,337,474.18,135551.84,159799.96,24248.12
15659,Customer_264,Steel Sheets,Plant C,India,UAE,Road,2023-01-31,2023-02-14,16,479.33,5392.41,7669.28,2276.87
15660,Customer_218,Auto Parts,Plant A,USA,USA,Air,2024-01-27,2024-02-20,113,479.33,43490.95,54163.75,10672.8
15661,Customer_61,Pharma Drugs,Plant C,Vietnam,UAE,Air,2024-02-15,2024-03-03,468,202.38,69376.39,94714.84,25338.45
15662,Customer_143,Electronics,Plant B,USA,France,Air,2023-06-28,2023-07-24,216,398.25,59784.7,86022.6,26237.91
15663,Customer_403,Steel Sheets,Plant B,Germany,Australia,Road,2023-07-03,2023-07-11,315,265.87,56826.03,83747.92,26921.89
15664,Customer_212,Textiles,Plant C,China,Australia,Air,2023-07-02,2023-07-17,152,368.83,36472.8,56061.71,19588.91
15665,Customer_286,Textiles,Plant C,India,UAE,Sea,2024-05-08,2024-05-12,382,32.75,10610.67,12508.73,1898.06
15666,Customer_104,Steel Sheets,Plant B,Germany,France,Road,2024-04-18,2024-04-26,99,69.55,5415.55,6885.58,1470.03
15667,Customer_157,Electronics,Plant A,USA,UAE,Road,2024-04-22,2024-04-27,395,316.06,97817.39,124842.44,27025.05
15668,Customer_376,Pharma Drugs,Plant B,USA,UK,Air,2023-03-02,2023-04-01,165,406.71,56412.79,67106.97,10694.18
15669,Customer_262,Textiles,Plant A,China,USA,Sea,2023-07-19,2023-08-01,320,239.59,53830.61,76669.54,22838.93
15670,Customer_310,Steel Sheets,Plant B,Germany,UK,Air,2023-08-25,2023-09-07,455,163.55,50103.55,74414.9,24311.35
15671,Customer_482,Electronics,Plant A,India,UK,Sea,2023-07-23,2023-08-04,214,459.69,69564.29,98373.19,28808.89
15672,Customer_194,Auto Parts,Plant C,Vietnam,Australia,Road,2023-11-10,2023-12-06,157,48.08,5975.21,7548.74,1573.52
15673,Customer_376,Textiles,Plant B,China,UK,Road,2023-02-11,2023-03-02,422,229.42,64658.08,96816.45,32158.38
15674,Customer_77,Electronics,Plant B,Vietnam,USA,Air,2023-01-14,2023-02-05,350,128.65,36846.86,45027.44,8180.57
15675,Customer_443,Pharma Drugs,Plant A,China,UK,Air,2023-09-19,2023-09-24,366,272.38,66668.26,99689.56,33021.3
15676,Customer_120,Auto Parts,Plant C,USA,UK,Air,2023-09-05,2023-09-19,86,295.12,20074.78,25380.35,5305.57
15677,Customer_264,Auto Parts,Plant B,Vietnam,France,Road,2024-05-11,2024-05-20,401,228.2,73624.35,91510.19,17885.84
15678,Customer_108,Steel Sheets,Plant C,Vietnam,Australia,Air,2023-01-09,2023-01-26,128,273.52,26726.08,35010.06,8283.99
15679,Customer_463,Pharma Drugs,Plant A,Vietnam,UAE,Air,2023-04-28,2023-05-06,262,262.86,45958.84,68869.97,22911.13
15680,Customer_344,Pharma Drugs,Plant C,Germany,France,Road,2023-06-23,2023-07-21,193,369.03,46703.29,71223.54,24520.25
15681,Customer_50,Electronics,Plant B,USA,UAE,Road,2023-10-22,2023-11-11,142,80.37,7020.79,11412.69,4391.9
15682,Customer_419,Textiles,Plant C,Germany,France,Sea,2023-08-31,2023-09-30,358,217.44,56737.63,77844.23,21106.6
15683,Customer_256,Pharma Drugs,Plant C,USA,UAE,Sea,2024-01-31,2024-02-03,368,457.52,129566.61,168368.39,38801.79
15684,Customer_477,Steel Sheets,Plant B,USA,Australia,Air,2024-03-14,2024-03-29,303,170.44,42065.56,51642.82,9577.26
15685,Customer_101,Steel Sheets,Plant A,Vietnam,Australia,Sea,2024-03-28,2024-04-27,407,89.84,29691.75,36563.88,6872.13
15686,Customer_116,Textiles,Plant A,USA,UAE,Air,2023-07-12,2023-08-07,481,217.02,74663.07,104388.44,29725.37
15687,Customer_65,Steel Sheets,Plant A,Vietnam,Australia,Air,2023-07-13,2023-08-08,124,426.9,41959.42,52935.96,10976.54
15688,Customer_7,Electronics,Plant C,India,UK,Air,2024-03-02,2024-03-22,354,102.21,21738.34,36184.04,14445.7
15689,Customer_83,Electronics,Plant A,Vietnam,UAE,Air,2023-05-25,2023-06-12,60,417.94,21006.97,25076.32,4069.35
15690,Customer_440,Electronics,Plant C,USA,UAE,Air,2024-02-16,2024-03-15,484,296.91,108031.75,143702.64,35670.89
15691,Customer_472,Steel Sheets,Plant C,Vietnam,USA,Sea,2024-01-25,2024-01-28,187,113.56,13587.53,21236.19,7648.66
15692,Customer_180,Auto Parts,Plant C,Germany,UK,Sea,2023-09-26,2023-10-20,227,54.78,7654.67,12434.21,4779.55
15693,Customer_435,Electronics,Plant C,USA,UAE,Air,2024-04-05,2024-04-09,91,327.45,17949.43,29797.78,11848.35
15694,Customer_49,Pharma Drugs,Plant C,China,UAE,Air,2023-06-30,2023-07-20,263,26.29,4383.02,6913.65,2530.63
15695,Customer_224,Auto Parts,Plant A,USA,Australia,Air,2023-11-25,2023-12-09,299,223.19,43666.13,66733.42,23067.29
15696,Customer_71,Auto Parts,Plant C,Vietnam,Australia,Sea,2024-02-08,2024-02-16,41,215.14,7317.32,8820.72,1503.4
15697,Customer_149,Pharma Drugs,Plant B,China,France,Road,2023-11-04,2023-12-02,11,349.15,2361.78,3840.7,1478.92
15698,Customer_463,Pharma Drugs,Plant C,India,Australia,Air,2023-02-07,2023-02-16,440,496.02,142698.75,218247.74,75548.99
15699,Customer_44,Auto Parts,Plant C,USA,France,Sea,2023-11-16,2023-12-03,316,142.44,34844.94,45010.53,10165.58
15700,Customer_394,Auto Parts,Plant C,Germany,USA,Air,2023-08-23,2023-08-27,296,426.0,102114.51,126094.79,23980.28
15701,Customer_409,Electronics,Plant C,China,France,Sea,2023-05-07,2023-05-15,414,135.93,42515.39,56275.14,13759.75
15702,Customer_170,Electronics,Plant C,USA,Australia,Air,2023-09-28,2023-10-04,300,158.21,39659.42,47462.53,7803.11
15703,Customer_128,Pharma Drugs,Plant C,India,Australia,Sea,2023-09-21,2023-10-08,190,326.54,47431.39,62042.01,14610.61
15704,Customer_439,Pharma Drugs,Plant A,Vietnam,Australia,Sea,2023-02-13,2023-03-14,496,129.4,38532.94,64183.31,25650.37
15705,Customer_54,Textiles,Plant C,Vietnam,Australia,Sea,2023-05-18,2023-05-21,50,318.53,13119.14,15926.36,2807.22
15706,Customer_354,Textiles,Plant C,China,France,Sea,2024-01-06,2024-01-16,393,197.54,65721.13,77633.59,11912.46
15707,Customer_368,Textiles,Plant B,China,Australia,Road,2023-01-29,2023-02-19,439,210.67,74535.44,92485.99,17950.54
15708,Customer_156,Pharma Drugs,Plant B,USA,Australia,Road,2023-08-20,2023-09-04,342,54.25,14460.07,18554.26,4094.19
15709,Customer_103,Textiles,Plant C,USA,UAE,Sea,2024-04-10,2024-04-27,304,387.55,98152.28,117814.99,19662.7
15710,Customer_372,Auto Parts,Plant A,China,Australia,Road,2023-07-25,2023-08-01,277,243.03,42063.29,67319.49,25256.21
15711,Customer_390,Steel Sheets,Plant C,USA,France,Air,2023-11-12,2023-12-06,342,111.89,30586.14,38266.82,7680.67
15712,Customer_359,Pharma Drugs,Plant B,India,Australia,Air,2023-03-07,2023-03-13,454,245.43,88615.39,111427.32,22811.93
15713,Customer_315,Electronics,Plant A,India,USA,Road,2024-06-23,2024-07-05,499,418.37,136981.03,208767.37,71786.34
15714,Customer_3,Electronics,Plant A,China,Australia,Road,2023-07-06,2023-07-23,148,398.93,39322.51,59041.13,19718.63
15715,Customer_115,Textiles,Plant A,Vietnam,Australia,Road,2023-09-28,2023-10-05,292,310.81,73593.41,90756.72,17163.31
15716,Customer_36,Steel Sheets,Plant C,China,Australia,Road,2024-03-11,2024-03-19,451,486.61,145940.77,219463.22,73522.45
15717,Customer_380,Textiles,Plant B,Germany,UK,Road,2023-03-31,2023-04-13,223,361.7,67073.76,80658.27,13584.51
15718,Customer_436,Textiles,Plant B,India,UK,Air,2023-02-17,2023-03-18,46,423.03,14195.49,19459.38,5263.89
15719,Customer_319,Pharma Drugs,Plant A,China,USA,Sea,2023-07-18,2023-07-26,237,373.76,66959.91,88579.96,21620.05
15720,Customer_424,Auto Parts,Plant A,Germany,France,Road,2024-05-23,2024-06-19,377,142.58,44846.3,53751.6,8905.3
15721,Customer_466,Pharma Drugs,Plant C,Germany,USA,Road,2023-03-21,2023-03-31,429,378.34,102477.58,162308.91,59831.33
15722,Customer_390,Steel Sheets,Plant B,Vietnam,France,Road,2024-01-26,2024-02-02,488,457.06,177754.0,223044.95,45290.95
15723,Customer_73,Pharma Drugs,Plant B,Vietnam,Australia,Air,2024-06-03,2024-07-01,193,29.04,4048.6,5605.52,1556.92
15724,Customer_242,Steel Sheets,Plant C,Germany,USA,Road,2023-09-04,2023-09-13,158,59.11,7756.28,9340.16,1583.88
15725,Customer_336,Pharma Drugs,Plant B,USA,USA,Sea,2023-07-11,2023-07-17,364,275.69,67587.74,100351.64,32763.9
15726,Customer_483,Electronics,Plant B,USA,UAE,Road,2023-03-23,2023-04-06,435,146.67,44626.87,63800.1,19173.23
15727,Customer_461,Electronics,Plant B,USA,Australia,Road,2023-12-03,2023-12-07,112,205.32,14276.59,22995.58,8718.98
15728,Customer_182,Auto Parts,Plant C,India,UAE,Air,2023-12-17,2024-01-12,115,495.76,37217.55,57012.31,19794.76
15729,Customer_264,Pharma Drugs,Plant B,USA,UK,Sea,2024-06-09,2024-07-05,116,63.46,4733.08,7361.74,2628.66
15730,Customer_260,Textiles,Plant B,China,Australia,Air,2023-04-24,2023-05-05,101,329.92,24684.05,33321.73,8637.68
15731,Customer_296,Electronics,Plant B,China,USA,Air,2023-06-29,2023-07-23,272,473.96,85667.73,128917.81,43250.09
15732,Customer_254,Steel Sheets,Plant B,China,USA,Sea,2023-03-11,2023-03-25,309,39.54,9053.1,12216.83,3163.73
15733,Customer_474,Pharma Drugs,Plant C,China,UK,Air,2023-03-29,2023-04-21,435,300.02,103426.59,130507.92,27081.33
15734,Customer_293,Textiles,Plant B,India,UAE,Air,2023-12-16,2024-01-07,162,149.47,15000.1,24214.5,9214.4
15735,Customer_343,Auto Parts,Plant A,Germany,UK,Road,2023-08-24,2023-09-15,175,106.16,13719.27,18577.69,4858.42
15736,Customer_48,Pharma Drugs,Plant A,Germany,France,Sea,2023-08-27,2023-09-24,152,71.49,8235.21,10866.43,2631.22
15737,Customer_34,Electronics,Plant C,USA,France,Road,2023-03-06,2023-03-23,11,269.0,2066.44,2958.96,892.51
15738,Customer_499,Electronics,Plant A,Germany,USA,Sea,2024-04-14,2024-04-21,409,264.6,67204.21,108222.2,41017.99
15739,Customer_268,Electronics,Plant A,India,UK,Sea,2023-07-18,2023-08-09,444,38.06,10466.46,16898.08,6431.63
15740,Customer_265,Textiles,Plant C,India,UK,Air,2024-04-30,2024-05-24,380,381.22,93901.25,144862.97,50961.72
15741,Customer_114,Pharma Drugs,Plant B,USA,Australia,Sea,2024-01-14,2024-02-03,224,485.13,77553.2,108670.2,31117.0
15742,Customer_117,Textiles,Plant A,India,USA,Sea,2023-07-14,2023-08-09,382,380.69,117356.46,145422.48,28066.02
15743,Customer_294,Steel Sheets,Plant C,Vietnam,USA,Road,2023-06-30,2023-07-06,234,315.64,47288.91,73859.33,26570.42
15744,Customer_283,Pharma Drugs,Plant A,India,UK,Road,2023-08-26,2023-09-05,362,318.21,82842.35,115193.7,32351.35
15745,Customer_37,Textiles,Plant A,Germany,UK,Road,2023-12-03,2023-12-22,25,137.05,2569.86,3426.31,856.45
15746,Customer_14,Textiles,Plant C,Vietnam,France,Air,2024-06-13,2024-07-08,404,87.74,23434.17,35445.41,12011.24
15747,Customer_34,Electronics,Plant B,Vietnam,Australia,Road,2023-11-27,2023-11-30,91,281.33,20025.04,25600.58,5575.54
15748,Customer_208,Electronics,Plant A,China,UAE,Air,2023-03-23,2023-04-16,205,305.33,53074.53,62592.8,9518.28
15749,Customer_184,Textiles,Plant C,USA,France,Air,2023-03-22,2023-04-19,188,323.89,49450.81,60891.68,11440.87
15750,Customer_173,Textiles,Plant C,Vietnam,UK,Air,2024-01-13,2024-02-05,142,474.46,56550.02,67372.94,10822.92
15751,Customer_453,Pharma Drugs,Plant A,India,UAE,Road,2023-09-15,2023-10-07,160,395.94,40544.45,63351.1,22806.65
15752,Customer_316,Pharma Drugs,Plant C,Germany,Australia,Road,2024-01-18,2024-02-08,417,79.44,24777.59,33126.42,8348.82
15753,Customer_479,Steel Sheets,Plant B,Vietnam,UK,Air,2023-11-19,2023-12-12,353,93.68,26061.08,33067.5,7006.42
15754,Customer_314,Steel Sheets,Plant A,USA,Australia,Sea,2024-05-20,2024-06-09,375,321.24,88386.03,120466.45,32080.42
15755,Customer_347,Textiles,Plant B,Vietnam,Australia,Sea,2024-01-19,2024-02-09,205,278.26,44067.52,57042.73,12975.22
15756,Customer_108,Auto Parts,Plant B,USA,Australia,Air,2023-05-08,2023-05-30,96,398.78,23590.88,38283.23,14692.34
15757,Customer_73,Steel Sheets,Plant C,Germany,UK,Air,2023-03-11,2023-04-04,275,414.55,86707.71,114002.48,27294.76
15758,Customer_228,Pharma Drugs,Plant B,Vietnam,Australia,Air,2023-01-11,2023-01-26,187,226.47,35907.17,42350.12,6442.95
15759,Customer_163,Steel Sheets,Plant C,USA,USA,Sea,2023-12-09,2023-12-13,149,338.56,42782.32,50445.91,7663.59
15760,Customer_338,Auto Parts,Plant A,Germany,UK,Road,2024-04-26,2024-05-11,430,93.81,29237.23,40338.39,11101.15
15761,Customer_291,Electronics,Plant C,USA,UAE,Road,2023-03-21,2023-04-04,244,257.23,38912.56,62764.31,23851.75
15762,Customer_432,Auto Parts,Plant A,Vietnam,USA,Road,2024-03-27,2024-04-04,407,393.35,99794.65,160095.26,60300.61
15763,Customer_124,Pharma Drugs,Plant B,Vietnam,Australia,Sea,2023-12-25,2024-01-14,334,325.15,86958.05,108601.07,21643.02
15764,Customer_419,Steel Sheets,Plant B,China,UAE,Sea,2024-04-16,2024-05-04,162,463.07,60423.39,75017.4,14594.01
15765,Customer_239,Steel Sheets,Plant A,China,UAE,Sea,2023-03-24,2023-04-16,458,255.88,72940.01,117192.77,44252.76
15766,Customer_183,Steel Sheets,Plant B,India,UAE,Air,2023-08-29,2023-09-22,440,48.48,13532.14,21331.84,7799.7
15767,Customer_432,Pharma Drugs,Plant B,Vietnam,UK,Sea,2023-06-13,2023-06-21,185,426.18,64716.65,78843.88,14127.24
15768,Customer_39,Steel Sheets,Plant C,India,UAE,Road,2024-04-13,2024-05-06,102,338.88,24666.0,34565.74,9899.74
15769,Customer_379,Auto Parts,Plant A,USA,USA,Sea,2023-08-02,2023-08-25,141,427.49,42397.21,60275.81,17878.6
15770,Customer_217,Electronics,Plant A,China,USA,Sea,2023-12-15,2023-12-28,214,43.47,7230.67,9301.7,2071.03
15771,Customer_16,Auto Parts,Plant A,Vietnam,UK,Air,2023-10-12,2023-11-09,313,88.15,22544.4,27589.49,5045.08
15772,Customer_93,Auto Parts,Plant C,Germany,UK,Sea,2023-03-27,2023-04-01,101,460.82,36743.38,46542.45,9799.07
15773,Customer_192,Textiles,Plant C,Germany,France,Air,2024-01-21,2024-01-26,196,39.95,5236.44,7830.04,2593.61
15774,Customer_307,Electronics,Plant B,Germany,France,Road,2023-04-07,2023-05-03,381,319.35,83318.78,121670.59,38351.81
15775,Customer_369,Steel Sheets,Plant A,Germany,USA,Sea,2023-07-03,2023-08-02,254,63.25,10930.86,16065.88,5135.01
15776,Customer_483,Auto Parts,Plant A,India,France,Road,2024-03-24,2024-04-09,247,403.83,69362.82,99745.97,30383.15
15777,Customer_413,Auto Parts,Plant A,India,USA,Road,2024-04-15,2024-05-11,139,202.29,22577.04,28117.91,5540.87
15778,Customer_341,Textiles,Plant A,Germany,USA,Sea,2024-05-29,2024-06-12,255,458.68,85330.81,116962.84,31632.02
15779,Customer_69,Steel Sheets,Plant A,USA,France,Air,2023-04-13,2023-05-09,188,399.58,62041.82,75121.74,13079.92
15780,Customer_172,Auto Parts,Plant A,USA,UK,Sea,2023-04-04,2023-04-10,21,167.63,2895.18,3520.2,625.02
15781,Customer_369,Steel Sheets,Plant A,Vietnam,Australia,Sea,2023-10-04,2023-10-08,427,25.1,8248.92,10717.85,2468.93
15782,Customer_241,Pharma Drugs,Plant B,USA,France,Road,2023-04-30,2023-05-27,65,222.86,10923.35,14485.88,3562.54
15783,Customer_331,Textiles,Plant C,Vietnam,UAE,Road,2024-05-10,2024-05-18,475,108.27,32038.98,51425.9,19386.92
15784,Customer_140,Auto Parts,Plant A,India,UK,Air,2023-06-16,2023-06-29,50,496.59,16526.41,24829.6,8303.19
15785,Customer_256,Textiles,Plant B,India,Australia,Sea,2023-03-07,2023-03-10,191,140.17,16194.12,26772.57,10578.45
15786,Customer_277,Steel Sheets,Plant C,India,UAE,Sea,2024-02-21,2024-03-18,425,278.56,99941.32,118389.94,18448.62
15787,Customer_402,Textiles,Plant C,Germany,UK,Road,2024-06-20,2024-06-30,189,196.41,24497.35,37121.84,12624.49
15788,Customer_468,Steel Sheets,Plant A,Vietnam,UK,Road,2024-01-03,2024-02-01,193,110.71,14511.57,21366.65,6855.08
15789,Customer_71,Pharma Drugs,Plant A,Germany,Australia,Air,2023-11-08,2023-11-14,477,225.38,85481.87,107506.86,22024.99
15790,Customer_90,Steel Sheets,Plant B,Germany,France,Road,2023-01-13,2023-02-03,263,171.72,34467.69,45161.51,10693.81
15791,Customer_422,Pharma Drugs,Plant A,Germany,USA,Air,2023-02-02,2023-02-27,90,196.92,14830.53,17722.98,2892.46
15792,Customer_198,Steel Sheets,Plant C,Vietnam,Australia,Air,2023-07-18,2023-08-01,119,411.08,39104.37,48918.8,9814.42
15793,Customer_371,Electronics,Plant C,Germany,UK,Air,2024-05-07,2024-05-18,421,290.73,78433.4,122395.38,43961.98
15794,Customer_92,Auto Parts,Plant A,Vietnam,UAE,Sea,2024-04-27,2024-05-19,106,305.09,27449.48,32339.19,4889.71
15795,Customer_296,Pharma Drugs,Plant B,USA,USA,Sea,2023-08-30,2023-09-21,176,126.52,18235.46,22267.92,4032.45
15796,Customer_472,Pharma Drugs,Plant C,China,USA,Road,2023-03-19,2023-03-31,260,240.36,48922.09,62493.41,13571.32
15797,Customer_184,Auto Parts,Plant C,India,UK,Sea,2023-06-30,2023-07-22,438,216.66,63065.43,94898.8,31833.37
15798,Customer_407,Textiles,Plant B,India,France,Air,2023-04-01,2023-04-19,39,145.79,3624.83,5685.85,2061.02
15799,Customer_125,Auto Parts,Plant C,Germany,Australia,Road,2023-07-20,2023-08-11,184,159.99,22970.53,29437.72,6467.19
15800,Customer_20,Electronics,Plant A,USA,UK,Air,2023-08-10,2023-09-07,226,169.57,32053.69,38322.31,6268.62
15801,Customer_437,Pharma Drugs,Plant B,Vietnam,UK,Air,2023-03-01,2023-03-21,109,175.84,12529.33,19166.97,6637.64
15802,Customer_136,Textiles,Plant A,USA,Australia,Air,2024-04-18,2024-05-15,239,327.73,57498.51,78327.16,20828.64
15803,Customer_49,Auto Parts,Plant C,USA,Australia,Road,2023-03-04,2023-03-20,320,475.95,105978.27,152305.3,46327.04
15804,Customer_45,Steel Sheets,Plant C,USA,Australia,Sea,2024-05-04,2024-06-03,337,70.0,16615.12,23590.79,6975.67
15805,Customer_201,Auto Parts,Plant B,USA,UAE,Sea,2023-07-11,2023-07-28,327,170.75,34147.32,55833.66,21686.34
15806,Customer_333,Textiles,Plant C,Germany,USA,Sea,2023-10-09,2023-11-05,192,216.26,26358.88,41521.64,15162.76
15807,Customer_26,Steel Sheets,Plant A,India,France,Air,2023-07-25,2023-08-05,456,63.68,21944.75,29039.82,7095.06
15808,Customer_146,Electronics,Plant B,China,UAE,Sea,2023-08-30,2023-09-10,496,319.53,102634.84,158485.98,55851.13
15809,Customer_299,Steel Sheets,Plant A,India,UAE,Air,2024-05-23,2024-06-03,104,272.03,22494.84,28291.64,5796.79
15810,Customer_448,Auto Parts,Plant C,USA,USA,Air,2023-06-24,2023-07-19,82,486.41,30152.74,39885.95,9733.21
15811,Customer_303,Steel Sheets,Plant C,India,France,Air,2023-06-27,2023-07-15,154,50.34,6063.73,7751.78,1688.05
15812,Customer_443,Auto Parts,Plant A,China,Australia,Road,2023-05-20,2023-06-11,326,436.18,104479.21,142195.08,37715.87
15813,Customer_42,Electronics,Plant C,USA,Australia,Air,2023-09-08,2023-09-28,373,144.41,37527.29,53864.57,16337.28
15814,Customer_388,Pharma Drugs,Plant C,China,USA,Sea,2023-07-23,2023-08-02,118,266.77,22692.06,31479.21,8787.15
15815,Customer_14,Auto Parts,Plant B,China,UAE,Sea,2023-04-12,2023-04-22,447,157.42,54097.91,70368.63,16270.72
15816,Customer_27,Textiles,Plant B,India,USA,Air,2023-03-10,2023-03-15,362,108.1,29933.36,39133.78,9200.43
15817,Customer_238,Electronics,Plant C,India,UAE,Road,2023-07-30,2023-08-08,281,227.57,50010.01,63948.28,13938.27
15818,Customer_113,Electronics,Plant C,India,UAE,Sea,2023-11-22,2023-12-07,23,293.32,4128.32,6746.3,2617.98
15819,Customer_118,Auto Parts,Plant B,China,USA,Air,2023-05-05,2023-05-11,30,242.61,5050.76,7278.44,2227.68
15820,Customer_160,Electronics,Plant C,India,Australia,Sea,2024-04-16,2024-04-28,203,381.51,55552.31,77446.7,21894.38
15821,Customer_98,Pharma Drugs,Plant B,Vietnam,USA,Road,2023-06-30,2023-07-20,269,218.12,41474.42,58675.56,17201.14
15822,Customer_209,Electronics,Plant C,USA,UAE,Air,2024-01-12,2024-01-22,143,286.44,34615.48,40961.45,6345.96
15823,Customer_477,Electronics,Plant B,Germany,UK,Air,2023-06-29,2023-07-02,247,142.37,27711.32,35164.66,7453.34
15824,Customer_426,Pharma Drugs,Plant C,China,UK,Sea,2024-05-26,2024-06-14,491,142.88,49633.47,70154.33,20520.86
15825,Customer_499,Pharma Drugs,Plant B,Vietnam,UAE,Sea,2023-10-15,2023-11-02,141,353.82,30726.11,49889.31,19163.2
15826,Customer_216,Pharma Drugs,Plant B,India,France,Air,2023-09-26,2023-10-21,499,466.61,191376.73,232838.26,41461.53
15827,Customer_284,Textiles,Plant C,USA,UK,Road,2023-06-27,2023-07-25,387,493.99,143265.74,191172.4,47906.65
15828,Customer_476,Pharma Drugs,Plant A,India,UAE,Air,2024-03-16,2024-04-06,325,317.78,67149.11,103278.12,36129.01
15829,Customer_423,Textiles,Plant A,USA,USA,Sea,2024-02-08,2024-02-26,219,185.12,25831.05,40541.52,14710.47
15830,Customer_296,Electronics,Plant C,India,Australia,Road,2023-04-30,2023-05-13,148,21.74,2620.41,3216.97,596.56
15831,Customer_204,Steel Sheets,Plant C,India,USA,Sea,2023-10-27,2023-11-17,452,41.71,13455.4,18852.1,5396.71
15832,Customer_388,Textiles,Plant B,Germany,UAE,Sea,2023-08-05,2023-08-14,473,449.87,139658.99,212789.24,73130.25
15833,Customer_432,Pharma Drugs,Plant A,India,UK,Sea,2024-06-08,2024-07-02,414,358.94,124437.91,148599.72,24161.81
15834,Customer_48,Electronics,Plant A,Vietnam,Australia,Sea,2023-06-16,2023-06-19,259,170.9,35879.23,44262.38,8383.15
15835,Customer_199,Textiles,Plant C,China,Australia,Air,2024-04-14,2024-04-29,431,35.23,12136.21,15184.51,3048.3
15836,Customer_201,Auto Parts,Plant C,China,USA,Sea,2024-04-12,2024-04-18,386,248.93,80437.97,96085.2,15647.24
15837,Customer_266,Auto Parts,Plant B,Germany,USA,Air,2023-09-08,2023-10-06,378,350.17,97372.81,132363.05,34990.24
15838,Customer_423,Textiles,Plant A,Germany,UAE,Road,2024-02-08,2024-02-24,144,436.38,39921.8,62838.12,22916.32
15839,Customer_33,Textiles,Plant B,USA,UK,Air,2023-08-08,2023-08-10,90,140.26,9244.3,12623.65,3379.34
15840,Customer_278,Pharma Drugs,Plant A,India,UAE,Road,2024-03-01,2024-03-27,269,100.54,19582.14,27045.07,7462.93
15841,Customer_36,Steel Sheets,Plant B,Vietnam,Australia,Sea,2024-03-09,2024-04-01,64,29.23,1264.91,1870.71,605.81
15842,Customer_358,Steel Sheets,Plant B,China,France,Road,2024-01-12,2024-01-18,154,131.47,16714.68,20246.61,3531.92
15843,Customer_338,Electronics,Plant C,China,France,Air,2023-02-11,2023-03-11,390,480.39,123406.4,187350.68,63944.29
